Group,Extract,Maintain,Context,Retain,Engage,Enjoy,Video
Student,1,1,1,1,1,1,PP
Student,3,3,3,2,2,3,PP
Student,4,3,3,3,3,3,PP
Student,3,3,3,3,3,3,PP
Student,3,2,2,3,4,3,PP
Student,4,5,.,4,3,4,PP
Student,5,4,4,5,5,4,PP
Student,2,2,2,2,2,2,PP
Student,4,4,4,3,4,5,PP
Student,5,5,5,5,5,5,PP
Student,4,2,3,3,3,3,PP
Student,5,4,4,4,5,5,PP
Student,.,.,.,.,.,.,PP
Student,5,4,5,4,3,5,PP
Student,4,2,4,3,4,4,PP
Student,.,.,.,.,.,.,PP
Student,2,2,2,2,2,2,PP
Student,3,2,3,3,3,2,PP
Student,2,1,2,2,3,3,PP
Student,4,4,4,4,4,4,PP
Student,2,3,3,3,3,4,PP
Student,3,2,2,2,2,2,PP
Student,.,.,.,.,.,.,PP
Student,.,.,.,.,.,.,PP
Student,3,2,3,2,1,1,PP
Student,.,.,.,.,.,.,PP
Student,3,4,4,3,4,3,PP
Student,4,4,4,4,4,4,PP
Student,4,3,3,3,3,3,PP
Student,2,2,3,3,2,2,PP
Student,.,.,.,.,.,.,PP
Student,.,.,.,.,.,.,PP
Student,1,1,1,1,1,1,PP
Student,4,3,4,4,3,3,PP
Student,2,1,1,2,2,2,PP
Student,3,3,3,3,3,3,PP
Student,1,1,1,1,1,1,PP
Student,5,5,5,5,5,5,PP
Student,4,4,3,3,4,4,PP
Student,1,2,3,4,4,3,PP
Student,.,.,.,.,.,.,PP
Student,.,.,.,.,.,.,PP
Student,.,.,.,.,.,.,PP
Student,4,3,4,3,.,3,PP
Student,3,3,3,3,3,3,PP
Student,2,2,2,2,2,2,PP
Student,3,3,3,3,2,3,PP
Student,3,3,2,3,2,1,PP
Student,3,2,3,2,3,3,PP
Student,.,.,.,.,.,.,PP
Student,3,3,3,3,3,3,PP
Student,3,1,3,4,1,3,PP
Student,2,2,3,3,1,3,PP
Student,5,5,5,5,5,5,PP
Student,4,5,5,5,5,4,PP
Student,4,4,4,3,3,3,PP
Student,5,4,4,4,2,2,PP
Student,4,3,3,4,3,3,PP
Student,4,3,4,4,4,4,PP
Student,3,4,3,4,3,3,PP
Student,1,2,3,2,3,3,PP
Student,.,.,.,.,.,.,PP
Student,3,2,2,2,3,1,PP
Student,3,1,3,2,2,3,PP
Student,5,4,4,4,3,3,PP
Student,4,4,5,5,5,4,PP
Student,3,3,4,5,4,4,PP
Student,3,3,3,3,3,3,PP
Student,4,4,3,4,3,4,PP
Student,4,2,4,4,4,4,PP
Student,5,4,5,4,4,4,PP
Student,4,5,4,5,4,4,PP
Student,3,3,3,3,3,3,PP
Student,2,2,2,2,2,2,PP
Student,4,3,4,4,4,4,PP
Student,3,3,4,4,3,3,PP
Student,4,3,4,3,3,3,PP
Student,4,4,4,4,4,4,PP
Student,5,5,5,5,5,5,PP
Student,5,3,4,4,3,5,PP
Faculty,3,3,4,4,4,4,DI
Faculty,3,2,3,2,3,3,DI
Faculty,3,3,3,2,2,3,DI
Faculty,3,3,4,3,2,3,DI
Faculty,2,1,3,3,3,2,DI
Faculty,5,5,5,4,4,3,DI
Faculty,5,5,5,5,5,5,DI
Faculty,5,5,4,4,5,5,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,3,3,3,3,3,DI
Faculty,3,3,3,2,2,4,DI
Faculty,4,4,3,4,5,3,DI
Faculty,2,2,2,2,2,2,DI
Faculty,4,4,4,4,3,4,DI
Faculty,5,5,5,5,5,4,DI
Faculty,5,4,3,4,4,4,DI
Faculty,.,.,.,.,.,.,DI
Faculty,4,4,3,3,2,4,DI
Faculty,2,2,4,3,2,3,DI
Faculty,3,3,3,3,3,3,DI
Faculty,.,.,.,.,.,.,DI
Faculty,2,1,1,1,1,3,DI
Faculty,4,4,4,4,4,4,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,2,2,3,3,3,DI
Faculty,.,.,.,.,.,.,DI
Faculty,.,.,.,.,.,.,DI
Faculty,2,2,2,.,2,2,DI
Faculty,3,2,3,2,2,2,DI
Faculty,3,4,1,3,4,3,DI
Faculty,5,4,4,5,5,5,DI
Faculty,3,2,3,3,2,2,DI
Faculty,4,4,4,4,4,4,DI
Faculty,.,.,.,.,.,.,DI
Faculty,.,.,.,.,.,.,DI
Faculty,1,1,1,1,1,1,DI
Faculty,.,.,.,.,.,.,DI
Faculty,2,3,3,2,1,2,DI
Faculty,3,3,3,3,3,3,DI
Faculty,3,3,3,3,4,4,DI
Faculty,5,5,5,5,5,5,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,3,3,3,2,2,DI
Faculty,3,3,3,3,3,3,DI
Faculty,4,4,3,4,4,4,DI
Faculty,4,4,3,3,4,4,DI
Faculty,4,4,4,4,4,4,DI
Faculty,4,5,4,4,4,4,DI
Faculty,.,.,.,.,.,.,DI
Faculty,1,1,1,1,1,1,DI
Faculty,4,4,4,4,4,4,DI
Faculty,4,4,4,4,4,4,DI
Faculty,4,4,4,4,4,4,DI
Faculty,3,3,3,3,4,4,DI
Faculty,4,4,4,4,4,4,DI
Faculty,2,2,2,2,2,2,DI
Faculty,.,.,.,.,.,.,DI
Faculty,5,5,5,5,4,5,DI
Faculty,5,5,5,5,5,5,DI
Faculty,3,3,3,3,3,3,DI
Faculty,1,2,1,1,2,2,DI
Faculty,4,4,3,3,3,4,DI
Faculty,4,4,4,3,5,5,DI
Faculty,.,.,.,.,.,.,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,3,3,3,3,3,DI
Faculty,3,2,2,2,2,2,DI
Faculty,5,5,4,4,4,4,DI
Faculty,3,3,3,3,2,3,DI
Faculty,3,5,3,3,5,5,DI
Faculty,3,3,3,3,3,3,DI
Faculty,.,.,.,.,.,.,DI
Faculty,5,5,4,5,3,4,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,3,3,3,3,3,DI
Faculty,4,4,4,4,4,4,DI
Faculty,3,2,2,3,2,3,DI
Faculty,4,4,4,4,3,3,DI
Faculty,4,4,4,3,3,3,DI
Faculty,3,3,3,3,2,2,DI
Faculty,3,3,3,3,3,3,DI
Faculty,4,4,3,3,4,3,DI
Faculty,3,4,3,4,2,2,DI
Faculty,3,4,4,3,4,4,DI
Faculty,3,3,3,3,3,3,DI
Faculty,5,5,5,5,5,5,DI
Faculty,1,1,1,1,1,1,DI
Faculty,4,4,4,4,4,4,DI
Faculty,1,1,1,1,1,1,DI
Faculty,4,2,3,4,3,3,DI
Faculty,4,4,3,3,4,3,DI
Faculty,5,3,4,5,4,4,DI
Faculty,3,4,3,3,4,3,DI
Faculty,.,.,.,.,.,.,DI
Faculty,.,.,.,.,.,.,DI
Faculty,3,3,3,3,3,3,DI
Faculty,3,3,3,3,3,3,DI
Faculty,1,1,2,2,2,3,DI
Faculty,.,.,.,.,.,.,DI
Faculty,.,.,.,.,.,.,DI
Faculty,2,2,2,2,2,2,DI
Faculty,2,2,3,3,2,2,DI
Faculty,4,3,2,3,3,4,DI
Student,4,3,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,4,3,4,3,3,3,DI
Student,1,2,1,1,1,2,DI
Student,.,.,.,.,.,.,DI
Student,.,.,.,.,.,.,DI
Student,3,2,3,3,4,4,DI
Student,2,3,2,4,4,3,DI
Student,5,4,5,5,4,5,DI
Student,5,5,4,5,5,5,DI
Student,4,4,4,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,3,3,3,3,3,4,DI
Student,4,2,3,4,2,3,DI
Student,.,.,.,.,.,.,DI
Student,3,3,3,3,3,3,DI
Student,4,5,5,4,5,5,DI
Student,4,3,4,4,4,4,DI
Student,1,1,1,1,1,1,DI
Student,3,3,3,3,3,3,DI
Student,3,3,3,3,1,1,DI
Student,.,.,.,.,.,.,DI
Student,5,4,5,4,4,5,DI
Student,4,4,4,4,3,4,DI
Student,3,2,3,3,2,2,DI
Student,4,4,3,2,2,2,DI
Student,5,4,4,4,5,5,DI
Student,4,3,4,3,4,4,DI
Student,2,3,2,3,3,3,DI
Student,4,4,4,4,4,4,DI
Student,5,4,4,4,5,4,DI
Student,4,3,4,3,3,3,DI
Student,4,4,4,3,3,3,DI
Student,4,4,3,2,2,2,DI
Student,4,4,5,5,4,4,DI
Student,4,4,4,4,4,4,DI
Student,5,4,4,4,4,4,DI
Student,4,4,4,4,4,4,DI
Student,1,3,4,5,3,2,DI
Student,5,4,5,5,5,4,DI
Student,4,2,3,4,3,2,DI
Student,2,1,2,4,3,2,DI
Student,4,3,3,2,3,3,DI
Student,3,3,3,3,2,2,DI
Student,4,5,4,3,4,3,DI
Student,4,4,4,3,1,2,DI
Student,3,3,3,3,3,2,DI
Student,3,3,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,5,4,5,5,5,4,DI
Student,4,4,4,4,4,4,DI
Student,3,2,3,2,1,3,DI
Student,4,3,3,4,3,3,DI
Student,.,.,.,.,.,.,DI
Student,4,4,4,2,2,3,DI
Student,3,2,3,3,3,3,DI
Student,3,2,3,2,3,3,DI
Student,2,2,1,1,1,1,DI
Student,3,3,3,3,3,3,DI
Student,3,3,3,3,3,3,DI
Student,3,3,3,3,3,3,DI
Student,1,2,2,2,2,3,DI
Student,5,5,5,5,5,5,DI
Student,.,.,.,.,.,.,DI
Student,2,2,2,3,2,1,DI
Student,4,4,3,4,4,3,DI
Student,4,4,4,3,3,3,DI
Student,3,2,3,2,2,2,DI
Student,3,3,4,3,3,3,DI
Student,3,4,2,3,2,5,DI
Student,4,4,3,4,4,3,DI
Student,5,5,5,5,5,5,DI
Student,4,3,4,3,2,3,DI
Student,4,4,4,4,4,3,DI
Student,3,4,4,3,3,3,DI
Student,2,2,2,2,2,1,DI
Student,2,3,2,3,1,3,DI
Student,3,1,3,3,3,3,DI
Student,4,3,4,3,4,4,DI
Student,4,4,4,4,4,4,DI
Student,.,.,.,.,.,.,DI
Student,1,1,2,1,2,1,DI
Student,4,3,3,3,3,1,DI
Student,2,1,2,1,1,1,DI
Student,1,1,1,1,1,1,DI
Student,3,3,3,3,3,3,DI
Student,4,3,4,4,3,4,DI
Student,3,3,3,3,3,3,DI
Student,5,4,5,4,3,3,DI
Student,.,.,.,.,.,.,DI
Student,4,4,4,4,4,4,DI
Student,2,2,3,2,2,2,DI
Student,3,3,3,3,3,3,DI
Student,4,4,4,4,4,4,DI
Student,1,2,2,2,1,1,DI
Student,3,2,3,3,2,3,DI
Student,3,3,3,3,3,3,DI
Student,3,3,3,3,3,3,DI
Student,3,2,2,3,3,3,DI
Student,4,3,4,3,3,3,DI
Student,4,4,4,4,4,4,DI
Student,3,3,3,3,2,3,DI
Student,5,5,5,5,5,5,DI
Student,4,4,4,4,4,4,DI
Student,3,4,4,4,3,3,DI
Student,2,1,1,1,2,3,DI
Student,4,3,3,4,4,3,DI
Student,3,2,3,3,4,4,DI
Student,2,2,2,2,2,3,DI
Student,4,3,3,4,4,3,DI
Student,2,2,1,2,2,3,DI
Student,5,4,4,3,5,4,DI
Student,4,4,4,4,4,4,DI
Student,5,4,5,5,4,4,DI
Student,4,4,4,3,3,3,DI
Student,4,4,3,4,3,3,DI
Student,2,2,2,2,3,2,DI
Student,2,1,2,2,2,3,DI
Student,4,3,3,4,4,4,DI
Student,3,4,3,4,4,3,DI
Student,2,1,3,3,3,3,DI
Student,4,4,5,4,4,3,DI
Student,4,3,4,4,4,4,DI
Student,2,3,3,2,2,2,DI
Student,4,4,4,4,4,4,DI
Student,3,3,3,3,2,2,DI
Student,4,3,3,4,2,4,DI
Student,5,4,5,4,4,4,DI
Student,4,2,3,4,4,4,DI
Student,3,3,3,3,3,3,DI
Student,3,3,3,3,2,3,DI
Student,2,1,2,1,1,1,DI
Student,2,2,2,1,1,1,DI
Student,3,2,3,4,3,3,DI
Student,3,2,3,3,3,3,DI
Student,4,2,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,5,3,3,3,2,1,DI
Student,3,3,4,3,4,3,DI
Student,5,5,5,3,1,1,DI
Student,4,3,4,4,4,4,DI
Student,1,1,3,1,1,1,DI
Student,4,2,4,3,4,3,DI
Student,3,1,3,3,1,1,DI
Student,3,4,4,3,3,3,DI
Student,5,5,5,5,5,5,DI
Student,4,4,4,4,5,4,DI
Student,3,3,4,3,3,4,DI
Student,4,4,4,3,3,3,DI
Student,2,3,3,3,2,3,DI
Student,3,4,3,4,3,4,DI
Student,4,3,4,4,3,3,DI
Student,4,4,4,4,4,4,DI
Student,5,5,5,5,5,5,DI
Student,1,2,1,2,1,1,DI
Student,2,1,2,1,1,3,DI
Student,4,3,3,3,4,3,DI
Student,2,1,1,2,1,2,DI
Student,4,4,4,4,3,4,DI
Student,5,3,4,3,4,3,DI
Student,4,3,3,4,3,4,DI
Student,4,4,4,3,3,3,DI
Student,4,4,4,5,5,4,DI
Student,3,2,3,2,2,2,DI
Student,4,4,4,4,4,4,DI
Student,4,4,4,4,4,4,DI
Student,3,2,3,2,2,3,DI
Student,4,3,4,3,3,3,DI
Student,2,4,3,3,2,2,DI
Student,3,3,3,3,3,2,DI
Student,3,3,3,3,3,3,DI
Student,4,4,4,4,4,3,DI
Student,4,5,4,5,5,3,DI
Student,4,4,4,4,5,5,DI
Student,4,3,4,3,4,4,DI
Student,.,.,.,.,.,.,DI
Student,2,2,3,2,2,2,DI
Student,5,5,4,4,4,4,DI
Student,5,5,5,5,5,4,DI
Student,4,4,4,4,4,4,DI
Student,2,3,3,3,3,3,DI
Student,1,1,1,1,1,1,DI
Student,1,1,3,2,1,1,DI
Student,2,1,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,4,4,3,4,3,4,DI
Student,3,1,3,3,2,2,DI
Student,5,3,4,4,4,4,DI
Student,3,4,4,4,4,5,DI
Student,4,5,4,4,3,4,DI
Student,4,4,4,4,3,3,DI
Student,2,1,2,1,2,2,DI
Student,.,.,.,.,.,.,DI
Student,4,5,4,5,4,4,DI
Student,4,4,4,4,4,4,DI
Student,3,1,3,2,2,2,DI
Student,3,2,3,3,1,2,DI
Student,4,5,5,5,4,4,DI
Student,5,5,5,5,5,5,DI
Student,5,5,5,4,4,5,DI
Student,4,5,5,4,4,5,DI
Student,4,5,4,4,5,5,DI
Student,5,4,5,4,5,5,DI
Student,2,2,2,2,2,2,DI
Student,5,4,5,5,3,3,DI
Student,5,5,5,5,5,4,DI
Student,5,5,4,3,3,3,DI
Student,4,4,4,4,3,3,DI
Student,5,4,4,4,4,4,DI
Student,3,3,3,3,4,4,DI
Student,3,4,3,4,3,2,DI
Student,5,3,4,5,4,4,DI
Student,1,1,1,1,3,4,DI
Student,4,4,3,3,3,3,DI
Student,4,4,4,3,2,2,DI
Student,3,3,3,3,3,3,DI
Student,3,4,3,4,3,3,DI
Student,4,3,3,4,4,3,DI
Student,5,4,5,5,4,4,DI
Student,.,5,4,3,5,4,DI
Student,3,3,3,3,3,3,DI
Student,5,5,5,5,5,5,DI
Student,3,4,4,3,3,3,DI
Student,2,2,2,2,2,2,DI
Student,5,4,5,5,4,4,DI
Student,2,1,2,2,2,2,DI
Student,4,4,4,4,4,4,DI
Student,5,4,4,4,4,4,DI
Student,3,2,3,3,2,3,DI
Student,3,2,3,3,2,2,DI
Student,1,1,1,1,1,1,DI
Student,3,3,3,2,3,3,DI
Student,4,3,3,3,4,4,DI
Student,4,4,4,4,4,4,DI
Student,4,4,4,2,2,3,DI
Student,3,3,4,4,4,3,DI
Student,3,3,4,4,3,3,DI
Student,3,3,3,3,3,3,DI
Student,5,4,4,3,4,5,DI
Student,2,2,3,2,2,2,DI
Student,3,3,2,2,1,4,DI
Student,5,5,5,5,5,5,DI
Student,3,3,3,3,3,3,DI
Student,3,4,2,3,2,3,DI
Student,4,4,4,4,4,4,DI
Student,4,3,4,3,4,3,DI
Student,3,3,3,3,3,3,DI
Student,4,4,4,4,4,4,DI
Student,2,1,2,1,2,2,DI
Student,3,1,2,2,1,1,DI
Student,2,1,2,1,1,2,DI
Student,.,.,.,.,.,.,DI
Student,1,1,1,1,1,1,DI
Student,2,2,3,3,2,3,DI
Student,3,2,2,3,3,2,DI
Student,4,3,3,.,.,.,DI
Student,4,4,4,4,3,4,DI
Student,3,3,3,4,4,4,DI
Student,5,4,5,4,4,4,DI
Student,3,2,.,3,3,2,DI
Student,3,3,3,2,3,4,DI
Student,5,5,5,5,5,5,DI
Student,2,1,3,3,2,2,DI
Student,3,3,3,3,4,4,DI
Student,.,.,.,.,.,.,DI
Student,4,4,4,3,3,3,DI
Student,5,5,5,5,5,4,DI
Student,.,.,.,.,.,.,DI
Student,2,2,2,2,2,2,DI
Student,4,4,4,3,4,3,DI
Student,2,1,2,2,2,2,DI
Student,4,4,4,4,4,4,DI
Student,3,4,4,3,3,4,DI
Student,3,3,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,.,.,.,.,.,.,DI
Student,2,2,3,3,2,2,DI
Student,.,.,.,.,.,.,DI
Student,4,3,4,4,3,3,DI
Student,4,4,4,4,4,4,DI
Student,4,3,3,4,3,3,DI
Student,2,2,3,3,2,2,DI
Student,.,.,.,.,.,.,DI
Student,.,.,.,.,.,.,DI
Student,1,1,1,1,1,1,DI
Student,4,3,4,3,3,3,DI
Student,2,2,2,.,2,2,DI
Student,3,2,3,3,3,3,DI
Student,1,1,1,1,1,1,DI
Student,5,5,5,5,5,5,DI
Student,3,3,4,4,3,3,DI
Student,1,1,1,1,1,1,DI
Student,.,.,.,.,.,.,DI
Student,.,.,.,.,.,.,DI
Student,.,.,.,.,.,.,DI
Student,1,3,3,2,2,3,DI
Student,3,3,3,3,3,3,DI
Student,5,5,4,5,3,3,DI
Student,3,4,3,4,3,4,DI
Student,3,3,2,3,3,2,DI
Student,3,2,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,3,3,3,3,3,3,DI
Student,2,2,3,2,1,1,DI
Student,2,1,3,2,1,2,DI
Student,5,5,5,5,5,4,DI
Student,4,4,5,5,5,5,DI
Student,5,5,5,3,3,5,DI
Student,5,4,4,5,4,4,DI
Student,4,4,3,3,4,3,DI
Student,5,4,4,5,5,4,DI
Student,3,4,3,4,3,3,DI
Student,2,2,3,3,3,3,DI
Student,.,.,.,.,.,.,DI
Student,5,5,4,3,4,4,DI
Student,3,2,3,3,3,3,DI
Student,4,4,5,4,2,3,DI
Student,5,5,5,5,5,5,DI
Student,5,5,5,4,5,5,DI
Student,4,4,4,4,3,3,DI
Student,5,5,5,5,4,4,DI
Student,4,2,4,3,4,5,DI
Student,5,4,4,4,4,4,DI
Student,5,5,5,5,4,4,DI
Student,4,3,4,3,3,3,DI
Student,3,3,4,4,3,3,DI
Student,5,3,4,4,2,2,DI
Student,4,4,4,4,4,4,DI
Student,4,4,4,3,3,3,DI
Student,4,2,4,3,3,4,DI
Student,5,5,5,5,5,5,DI
Student,5,5,5,5,4,5,DI
Faculty,2,2,2,2,2,3,NC
Faculty,3,2,3,3,2,3,NC
Faculty,2,2,3,1,1,2,NC
Faculty,3,2,3,2,2,2,NC
Faculty,2,1,1,3,3,3,NC
Faculty,5,5,5,5,4,4,NC
Faculty,5,5,5,5,5,5,NC
Faculty,4,5,4,4,5,5,NC
Faculty,.,.,.,.,.,.,NC
Faculty,4,2,2,3,2,2,NC
Faculty,3,2,3,2,1,2,NC
Faculty,3,2,3,3,2,3,NC
Faculty,2,2,2,2,2,2,NC
Faculty,2,2,2,2,2,2,NC
Faculty,5,5,4,5,4,4,NC
Faculty,4,3,2,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,5,3,4,3,2,4,NC
Faculty,4,3,4,4,4,5,NC
Faculty,3,3,4,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,2,2,2,3,2,3,NC
Faculty,2,2,2,2,2,2,NC
Faculty,.,.,.,.,.,.,NC
Faculty,4,3,2,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,2,2,2,2,2,2,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,3,3,3,3,3,NC
Faculty,2,3,1,2,2,4,NC
Faculty,4,3,3,4,4,3,NC
Faculty,3,4,3,3,2,4,NC
Faculty,5,5,5,5,5,5,NC
Faculty,.,.,.,.,.,.,NC
Faculty,.,.,.,.,.,.,NC
Faculty,4,3,3,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,3,2,3,3,2,2,NC
Faculty,4,3,4,4,3,3,NC
Faculty,3,3,3,3,4,4,NC
Faculty,4,4,5,4,3,4,NC
Faculty,.,.,.,.,.,.,NC
Faculty,2,3,3,2,3,3,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,2,3,3,3,3,NC
Faculty,3,2,3,2,3,2,NC
Faculty,2,4,4,4,4,4,NC
Faculty,2,2,3,3,2,2,NC
Faculty,.,.,.,.,.,.,NC
Faculty,1,1,1,1,1,1,NC
Faculty,4,4,4,4,4,4,NC
Faculty,3,1,2,3,1,1,NC
Faculty,3,3,3,3,3,3,NC
Faculty,4,4,4,3,4,4,NC
Faculty,3,3,3,3,3,3,NC
Faculty,2,2,2,2,2,2,NC
Faculty,.,.,.,.,.,.,NC
Faculty,4,3,4,4,4,4,NC
Faculty,5,4,5,4,4,5,NC
Faculty,3,3,3,3,3,3,NC
Faculty,2,1,2,2,1,1,NC
Faculty,2,3,2,2,2,2,NC
Faculty,5,5,5,4,5,5,NC
Faculty,.,.,.,.,.,.,NC
Faculty,.,.,.,.,.,.,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,3,4,4,3,3,NC
Faculty,4,4,3,3,3,3,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,3,3,3,2,2,NC
Faculty,3,3,3,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,5,4,4,4,3,3,NC
Faculty,4,3,3,3,4,3,NC
Faculty,2,2,2,2,2,3,NC
Faculty,5,4,4,4,5,5,NC
Faculty,4,4,2,3,2,4,NC
Faculty,4,5,4,4,5,4,NC
Faculty,4,4,4,3,3,3,NC
Faculty,1,1,1,1,1,3,NC
Faculty,2,3,3,4,3,3,NC
Faculty,4,4,4,4,5,4,NC
Faculty,4,2,2,4,2,3,NC
Faculty,4,4,4,3,3,2,NC
Faculty,4,4,4,4,4,4,NC
Faculty,4,4,3,3,2,3,NC
Faculty,4,4,4,4,4,4,NC
Faculty,4,4,4,4,4,4,NC
Faculty,2,2,2,2,2,2,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,2,3,3,3,3,NC
Faculty,3,2,3,.,1,1,NC
Faculty,3,3,3,3,3,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,.,.,.,.,.,.,NC
Faculty,2,2,2,2,2,2,NC
Faculty,3,4,3,3,3,3,NC
Faculty,1,1,2,2,2,3,NC
Faculty,.,.,.,.,.,.,NC
Faculty,.,.,.,.,.,.,NC
Faculty,3,3,3,3,3,3,NC
Faculty,3,3,4,4,4,4,NC
Faculty,4,4,2,3,4,4,NC
Student,3,3,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,4,2,4,3,3,3,NC
Student,1,1,1,1,1,2,NC
Student,.,.,.,.,.,.,NC
Student,.,.,.,.,.,.,NC
Student,3,2,3,3,2,2,NC
Student,4,2,4,3,3,4,NC
Student,4,3,2,1,1,1,NC
Student,2,2,2,2,2,2,NC
Student,4,4,4,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,3,3,3,3,4,4,NC
Student,2,2,3,2,2,2,NC
Student,.,.,.,.,.,.,NC
Student,3,3,3,3,3,3,NC
Student,4,3,4,4,5,5,NC
Student,3,4,4,3,4,4,NC
Student,2,2,2,2,2,2,NC
Student,4,4,4,3,3,4,NC
Student,3,3,3,3,1,1,NC
Student,4,4,3,3,3,3,NC
Student,4,2,3,3,3,2,NC
Student,4,4,4,3,3,3,NC
Student,2,3,3,3,4,4,NC
Student,4,3,3,3,4,2,NC
Student,5,3,4,4,5,5,NC
Student,5,4,4,5,4,4,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,4,3,4,3,NC
Student,3,3,3,3,3,3,NC
Student,4,4,4,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,4,4,5,5,4,4,NC
Student,3,2,4,4,4,4,NC
Student,3,2,3,4,4,3,NC
Student,2,1,1,2,2,2,NC
Student,1,2,3,3,1,3,NC
Student,5,4,5,5,4,4,NC
Student,3,3,3,4,4,3,NC
Student,3,2,3,3,4,3,NC
Student,5,4,4,4,4,4,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,4,3,NC
Student,3,2,3,3,1,2,NC
Student,5,5,5,5,5,5,NC
Student,4,4,4,4,4,4,NC
Student,.,.,.,.,.,.,NC
Student,4,3,4,4,4,3,NC
Student,5,4,4,4,3,4,NC
Student,3,1,3,2,1,3,NC
Student,4,3,3,4,4,4,NC
Student,5,5,4,4,4,3,NC
Student,2,2,3,2,2,3,NC
Student,3,2,3,3,2,3,NC
Student,3,2,4,3,2,3,NC
Student,1,1,1,1,1,1,NC
Student,3,2,3,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,2,2,2,3,2,3,NC
Student,4,4,4,4,4,3,NC
Student,.,.,.,.,.,.,NC
Student,3,3,3,4,4,3,NC
Student,4,3,4,.,3,4,NC
Student,3,3,3,3,3,3,NC
Student,5,2,3,3,2,2,NC
Student,3,3,3,3,3,2,NC
Student,4,3,3,2,2,5,NC
Student,4,4,4,4,4,3,NC
Student,1,1,1,1,1,1,NC
Student,4,3,2,3,3,3,NC
Student,4,3,4,3,3,3,NC
Student,3,4,4,3,3,3,NC
Student,2,2,2,2,2,2,NC
Student,3,3,3,3,3,3,NC
Student,3,2,3,3,4,3,NC
Student,2,1,2,1,3,2,NC
Student,4,4,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,4,4,4,4,4,3,NC
Student,5,3,3,2,1,1,NC
Student,3,2,3,1,3,3,NC
Student,1,1,1,1,1,1,NC
Student,4,4,4,4,4,4,NC
Student,.,.,.,.,.,.,NC
Student,3,4,4,4,3,3,NC
Student,2,2,2,2,1,3,NC
Student,.,.,.,.,.,.,NC
Student,3,4,3,3,3,3,NC
Student,4,2,4,4,2,2,NC
Student,3,3,3,3,3,3,NC
Student,3,3,5,4,3,3,NC
Student,2,3,3,2,2,3,NC
Student,2,2,3,3,2,2,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,2,2,2,NC
Student,3,3,2,3,3,4,NC
Student,3,3,3,3,2,3,NC
Student,3,3,3,3,3,3,NC
Student,4,4,4,4,4,4,NC
Student,4,4,3,4,4,4,NC
Student,3,2,2,2,1,3,NC
Student,4,3,4,4,3,3,NC
Student,3,3,4,4,3,3,NC
Student,2,2,2,2,2,3,NC
Student,4,2,3,4,4,4,NC
Student,2,2,2,2,3,3,NC
Student,5,4,4,3,5,4,NC
Student,2,2,2,2,2,2,NC
Student,2,2,2,2,2,2,NC
Student,4,3,3,3,3,3,NC
Student,4,3,3,4,3,4,NC
Student,2,3,2,3,2,3,NC
Student,2,1,2,2,2,3,NC
Student,3,2,2,3,3,3,NC
Student,3,2,3,2,2,2,NC
Student,1,1,1,1,1,1,NC
Student,5,5,5,4,4,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,4,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,2,2,NC
Student,4,4,4,4,3,4,NC
Student,3,3,3,3,3,3,NC
Student,5,2,3,4,3,4,NC
Student,4,4,4,4,4,4,NC
Student,4,3,4,4,3,3,NC
Student,2,1,2,1,1,1,NC
Student,2,3,3,3,3,2,NC
Student,3,4,4,4,3,3,NC
Student,3,3,3,3,4,3,NC
